priority,listing_url,listing_name,host_name,area,bedrooms,cleanliness_score,overall_rating,num_reviews,host_total_listings,last_review,suggested_angle,status,notes
HOT,https://www.airbnb.com/rooms/990401729642297282,Framery 4,Paul,Hackney,,4.66,4.7,89,4,2026-06-19,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/22173115,Studio Apartment on Brick Lane,June,Tower Hamlets,,4.59,4.35,88,24,2026-02-01,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/689168826164538384,Splendid Studio - Top Location,Daniel,Hackney,,4.42,4.52,88,24,2026-05-04,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/694197025496757447,ShyPen,Shy,Greenwich,2,4.53,4.68,88,19,2026-04-27,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1268285900986011340,New Renovated & Modern 2-BR close to Canary Wharf,Michael,Tower Hamlets,2,4.14,4.66,88,5,2026-04-18,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/35858262,1 Bed Flat in Trendy Dalston,Shahzad,Hackney,1,4.39,4.48,87,5,2026-06-14,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/34387921,The Shoreditch - one bedroom apartment!,Berry,Tower Hamlets,1,4.64,4.77,86,4,2026-05-26,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/39492507,Studio 6,Shahzad,Hackney,,4.36,4.33,86,5,2026-06-22,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/2230069,TRENDY 2BEDROOM APT SHOREDITCH WiFi,John Cal,Tower Hamlets,2,4.54,4.42,85,2,2026-05-14,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/589924483901768101,Stunning 2bedroom flat 2 min walk to the station,Ksenia,Newham,2,4.64,4.67,84,3,2026-05-15,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/989985838168018126,Enormous Family Flat (7 guests),Theodoros Homer,Hackney,3,4.46,4.39,84,16,2026-05-31,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/3601125,Gorgeous Park View - London Fields,Jodi,Hackney,2,4.32,4.57,83,2,2026-05-04,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/46633707,Studio 3b - 1st floor,Alex,Hackney,,4.61,4.67,83,12,2026-06-11,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1250810923304272213,House with Garden,Meto,Hackney,1,4.63,4.75,83,2,2026-06-24,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1138170589221647839,Cozy 1BR flat with sunny private garden,⁨John H.⁩,Hackney,1,4.66,4.66,82,32,2026-05-10,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/948027909282857095,Spacious Family Flat,Theodoros Homer,Hackney,2,4.28,4.28,81,16,2026-06-11,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1379959031508036756,Lux City of London Apartment - Zone1,Federico,Tower Hamlets,2,4.5,4.6,80,48,2026-06-10,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/27605964,Spacious House Opposite the Park,Vlad,Waltham Forest,5,4.58,4.61,79,7,2026-05-25,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1222498770566185834,The Flat  -  2 bedroom apartment,Edoardo,Waltham Forest,2,4.7,4.76,79,3,2026-06-07,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/9703020,Charming 2-bed Shoreditch house w/garden - Zone 1,Simon,Hackney,2,4.66,4.92,77,2,2026-06-16,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/11292142,Apartment in the heart of Shoreditch & Brick Lane,Roly,Tower Hamlets,2,4.3,4.74,77,7,2026-06-05,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/29145742,Studio apartment on Brick Lane,June,Tower Hamlets,,4.7,4.32,77,24,2026-05-23,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/760752889428107581,Top floor Flat over looking Hoxton Square,Syed,Hackney,1,4.58,4.79,77,3,2026-06-23,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/940587844541778091,Cosy Studio Flat Near Brick Lane,Muffadal,Tower Hamlets,,4.47,4.45,76,11,2026-04-23,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1344409057175998529,2 Bed Flat in Haggerston,Heidi,Hackney,2,4.41,4.61,76,5,2026-06-17,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/21274347,+Cosy 2BR Flat-Whitechapel Station (6 mins),Nain,Tower Hamlets,2,4.48,4.6,75,21,2026-06-19,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/697132773513442902,Luxury 2 bedroom apartment near the O2 and Canary,Alisha,Greenwich,2,4.68,4.72,75,2,2026-06-14,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/882428536393714243,Serenity in the City: Best 5BR Home in Whitechapel,Shlome,Tower Hamlets,5,4.48,4.33,75,147,2026-05-19,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1138156357264858264,Cozy Studio near to Arsenal Stadium 1,⁨John H.⁩,Hackney,1,4.63,4.63,75,32,2026-04-27,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/995733593984193591,Aldgate London City Boutique Studio 3,Puja,Tower Hamlets,1,4.62,4.61,74,5,2026-06-18,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1102640550829747555,Studio Flat Ground Floor -Zone 2,Vadim,Tower Hamlets,1,4.31,4.15,74,2,2026-06-11,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1257805164508380568,"Shoreditch Warehouse, Sleeps 12!",Shannon,Hackney,5,4.66,4.91,74,2,2026-06-21,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1351501129328246561,Comfy 3-Bed flat in Vibrant Whitechapel- 3rd floor,Imperial Stay Services,Tower Hamlets,3,4.54,4.51,74,45,2026-05-26,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/20826475,Refurbished studio apartment in the Shoreditch,Imran,Tower Hamlets,1,4.3,4.42,73,24,2026-06-19,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/727290889464200350,"1 bed Hoxton Square Flat, Shoreditch",Syed,Hackney,1,4.55,4.75,73,3,2026-06-07,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/882044401651835917,Elegant Studio |Walthamstow | 1Min to Tube & Shops,Crosswater,Waltham Forest,1,4.64,4.85,73,4,2026-06-17,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/936043316297333118,Cozy 1 bedroom flat near Tower Bridge,Clarissa,Tower Hamlets,1,4.6,4.66,73,44,2026-06-14,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/19692156,One Bedroom Sky Level Apartment at Leman Locke,Leman Locke,Tower Hamlets,1,4.62,4.79,72,7,2026-05-28,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/37868267,Stylish Shoreditch 3-Bed Penthouse,Home Host,Hackney,2,4.67,4.6,72,84,2026-03-30,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/46633714,Studio 4a - 1st floor,Alex,Hackney,,4.42,4.65,72,12,2026-06-07,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/631498698998618761,Urban Dockside: 1Bed | Canary wharf | Parking,Daniel,Tower Hamlets,1,4.58,4.58,72,11,2026-06-18,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1132425984330389066,Amazing flat near Centre London,Stay Zone,Tower Hamlets,1,4.56,4.74,72,4,2026-06-16,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/554959367683444935,Studio for 4 people Quad Citymax 1,Joe A Joseph,Tower Hamlets,1,4.66,4.44,71,8,2026-05-20,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1237544489935743069,Spacious Whitechapel Getaway: 4-Bed Home,Imperial Stay Services,Tower Hamlets,4,4.53,4.39,71,45,2026-06-25,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1349484096910168883,Stepney Green Beautiful Town House,Federico,Tower Hamlets,4,4.68,4.65,71,48,2026-06-15,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1467551882181973984,Stunning Apartment in the Heart of Whitechapel,Em,Tower Hamlets,3,4.69,4.58,71,17,2026-06-26,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/21058635,Fab City Views 2 Beds/2 Baths Zone 1-City Flat -M1,Maria,Tower Hamlets,2,4.66,4.7,70,30,2026-06-14,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/969586913944293274,Islington Self contained studio,Haven Stays,Hackney,1,4.6,4.63,70,6,2026-05-17,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1484789382262135071,Stunning Cosy in Canary Wharf Pool Gym&Steam Room,Specialist Suites,Tower Hamlets,1,4.24,4.39,70,12,2026-06-07,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/4594609,Entire 2 bed flat in Leyton - sleeps 4!,Deborah,Waltham Forest,2,4.3,4.45,69,2,2026-06-22,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/14104610,"Spacious designer Two Bedroom Apt, close to Tube",Bal,Greenwich,2,4.45,4.87,69,3,2026-04-24,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1387217534832488633,The Royal Whitechapel - Beautiful 4 bedroom house,Em,Tower Hamlets,4,4.7,4.57,69,17,2026-06-19,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/17022726,121-Great Location And Very Comfortable Flat,Maria,Tower Hamlets,2,4.56,4.57,68,30,2026-05-24,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/953527803481458294,Modern | near Stratford | 2 min to tube station,Rahyan,Waltham Forest,1,4.66,4.68,68,6,2026-06-17,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1130905243907278656,Liverpool Street / Old Street! 2 Bedrooms up to6!,Skyfall,Hackney,2,4.66,4.49,68,14,2026-05-25,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1164543619764489386,City Escape -  2 Bed Royal Wharf,City Escape Suites,Newham,2,4.44,4.56,68,2,2026-06-10,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/10992684,Entire spacious creative home w. parking,Kim,Hackney,2,4.63,4.75,67,2,2026-05-17,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/19562388,Studio flat kitchen/en-suite  15min from Greenwich,Stefano,Greenwich,1,4.6,4.75,67,3,2026-04-18,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/27515148,HS2 | 2 bed Flat - Stay in the heart of Brick Lane,Maria,Tower Hamlets,2,4.62,4.3,67,10,2026-06-14,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/29430129,Stunning Shoreditch One Bedroom Apt,June,Hackney,1,4.54,4.39,67,24,2026-06-07,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/32484025,+Cosy 3BR Ground Floor Flat Tower Bridge (15 Mins),Nain,Tower Hamlets,3,4.46,4.55,67,21,2026-06-14,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/20531223,Lovely Apartment with great London view,E,Tower Hamlets,1,4.36,4.59,66,4,2026-05-15,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/21910445,Brick Lane Studio Apartment,June,Tower Hamlets,,4.47,4.21,66,24,2026-03-26,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/629339450436527931,Shoreditch Boutique Private Studio,Vincent,Hackney,1,4.48,4.44,66,13,2026-06-12,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1074381528201497029,2 Bedroom Apartment with Balcony near Tower Hill,Bob W London Tower Hill - Residences,Tower Hamlets,2,4.59,4.59,66,5,2025-12-21,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/2728436,Perfect London Base,Sherief,Waltham Forest,1,4.68,4.82,65,2,2026-02-08,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1033861708011145456,Stylish House | Roof Garden | Shoreditch,Hannah Louise,Tower Hamlets,3,4.62,4.69,65,2,2026-06-07,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1167221610189476148,The Urban Retreat,Ben,Hackney,4,4.54,4.72,65,4,2026-02-17,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/24670253,Two Bedroom Apt in the Heart of Shoreditch,Hayley,Tower Hamlets,2,4.5,4.42,64,20,2026-02-15,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/42571207,Shoreditch and London launchpad!,Roly,Tower Hamlets,1,4.45,4.67,64,7,2026-06-25,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1502912838073416587,East London home for 5,Levan,Newham,1,4.38,4.47,64,6,2026-06-11,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/14476398,Cosy 2-bed house near Excel Exhibition,Tf Let,Newham,2,4.65,4.6,63,12,2026-05-17,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/547676698246135870,"Two Bedroom, Serviced Apartment in Aldgate East",Excel Apartments,Tower Hamlets,2,4.02,4.21,63,38,2026-05-18,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/609164708315166247,Great 2bed flat 20min from Central London,Ksenia,Newham,2,4.7,4.62,63,3,2026-05-23,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1187678520704546624,Charming 2BD Canal-Side Home in East London,Julie,Tower Hamlets,2,4.25,4.3,63,8,2026-06-02,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1377113495392354598,Spacious apartment - Free parking + Near Station,Balesh,Newham,,4.62,4.67,63,5,2026-04-28,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/30584057,Shoreditch Town House,Nina,Tower Hamlets,,4.47,4.85,62,3,2026-06-05,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/46647327,GuestReady - Sophisticated Home in Shoreditch,GuestReady,Hackney,1,4.44,4.53,62,22,2026-06-07,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1152036022770928006,"Bethnal , Close to Victoria Park and canal",Brian James,Tower Hamlets,1,4.53,4.82,62,3,2026-06-12,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1232451060278396920,"Contemporary 2BD Flat with Balcony, Shoreditch",Julie,Tower Hamlets,2,4.68,4.81,62,81,2026-06-21,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1251595934520565292,Funky Trendy 3 Bed 3 Bath with Patio,Gergo,Hackney,3,4.55,4.66,62,13,2026-06-19,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/1360875226861068887,Beautiful Apartment  In Whitechapel Olive House,Em,Tower Hamlets,2,4.54,4.66,62,17,2026-06-26,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/27027109,Sleep 5 /2 baths 10 MIN WALK TO Tower Bridge TSA,Maria,Tower Hamlets,2,4.69,4.7,61,30,2026-06-02,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/46896571,Budget Comfortable Studio In City Center,Joe A Joseph,Tower Hamlets,1,4.57,4.48,61,8,2026-06-15,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
HOT,https://www.airbnb.com/rooms/904404067752364168,Spacious & Comfortable 1 Bedroom Central London,Rafaela,Tower Hamlets,1,4.61,4.57,61,25,2025-12-08,HOT: guests mention cleanliness. Lead with photo-proof + first-clean guarantee.,,
